54,273,4,12
54,597,2,12
54,742,5,12
54,405,4,12
54,237,4,12
54,7,4,12
54,676,5,12
54,117,5,12
54,685,3,12
374,713,1,12
928,269,5,12
928,288,3,12
928,268,5,12
54,147,5,12
928,878,5,12
928,1025,5,12
928,266,5,12
928,877,5,12
928,749,5,12
928,358,5,12
928,876,5,12
374,979,3,12
374,986,3,12
374,975,4,12
374,978,2,12
374,931,3,12
374,406,3,12
374,983,2,12
54,411,5,12
374,546,5,12
374,823,1,12
374,1013,2,12
54,240,4,12
54,25,4,12
374,247,1,12
374,1215,1,12
54,121,4,12
54,1012,2,12
54,151,2,12
928,134,5,12
928,114,5,12
928,487,5,12
928,172,5,12
928,48,5,12
928,168,5,12
928,176,3,12
928,191,5,12
928,173,4,12
928,165,5,12
928,496,5,12
928,135,4,12
928,98,5,12
928,187,5,12
928,8,5,12
928,127,5,12
54,295,3,12
374,544,1,12
928,276,5,12
484,924,5,12
928,9,5,12
928,1007,5,12
928,246,5,12
484,28,5,12
54,475,5,12
374,1150,1,12
928,333,3,12
928,328,3,12
54,1088,3,12
54,829,2,12
54,257,4,12
54,24,1,12
54,471,4,12
54,148,3,12
54,546,3,12
54,252,3,12
374,176,4,12
374,684,5,12
374,203,3,12
374,443,5,12
374,164,4,12
374,77,5,12
374,265,5,12
374,229,5,12
54,827,3,12
54,595,3,12
54,118,4,12
54,930,1,12
374,5,4,12
374,38,4,12
374,226,5,12
374,39,4,12
374,356,3,12
374,17,2,12
374,233,3,12
374,227,4,12
54,106,3,12
374,159,4,12
374,642,1,12
374,1042,5,12
54,820,3,12
374,1046,5,12
374,1248,3,12
374,581,4,12
374,449,4,12
54,823,2,12
374,1210,4,12
374,1217,2,12
374,770,5,12
374,552,4,12
374,572,2,12
374,717,3,12
374,450,4,12
374,761,3,12
374,554,2,12
54,406,2,12
54,871,5,12
374,96,4,12
374,195,3,12
374,526,4,12
374,161,5,12
374,550,5,12
374,184,2,12
374,2,4,12
374,241,5,12
374,403,2,12
374,29,3,12
374,779,3,12
374,576,3,12
374,665,4,12
374,231,2,12
374,540,3,12
374,1407,2,12
913,186,3,12
913,60,3,12
913,144,5,12
913,789,4,12
913,531,2,12
913,204,4,12
417,340,3,12
417,325,2,12
417,20,2,12
417,1011,3,12
417,1023,4,12
417,120,2,12
417,1057,2,12
417,537,4,12
417,485,3,12
417,211,4,12
417,382,2,12
417,392,3,12
417,946,4,12
599,288,4,12
599,872,2,12
599,319,2,12
599,682,4,12
599,260,1,12
599,294,4,12
599,748,4,12
599,873,5,12
599,988,4,12
599,888,5,12
417,809,3,12
417,44,2,12
599,948,4,12
579,269,3,12
579,331,3,12
579,288,4,12
579,333,4,12
599,276,2,12
579,268,3,12
579,328,3,12
579,286,4,12
579,258,5,12
599,255,5,12
599,220,5,12
579,303,3,12
579,327,3,12
579,326,3,12
579,294,4,12
417,781,3,12
579,748,3,12
579,289,2,12
579,877,1,12
599,237,5,12
579,245,2,12
599,1152,4,12
599,1,4,12
599,282,5,12
579,528,4,12
579,234,3,12
579,520,4,12
417,1135,4,12
417,49,3,12
579,1,4,12
579,523,3,12
579,408,3,12
599,1315,4,12
579,173,5,12
579,82,3,12
579,676,3,12
579,98,4,12
579,169,4,12
579,69,2,12
599,1014,4,12
599,111,5,12
417,162,3,12
579,65,3,12
579,210,3,12
579,209,4,12
599,845,5,12
579,228,3,12
579,50,5,12
579,7,3,12
579,603,5,12
599,756,5,12
579,183,4,12
579,179,3,12
579,435,5,12
417,552,2,12
579,89,3,12
579,582,4,12
417,944,4,12
579,168,4,12
579,709,5,12
579,111,4,12
599,595,5,12
599,274,5,12
579,514,3,12
579,1446,2,12
599,1278,5,12
579,100,4,12
579,238,3,12
579,204,3,12
579,655,3,12
417,29,2,12
599,284,4,12
599,280,5,12
599,866,2,12
599,846,5,12
579,382,3,12
579,433,3,12
579,186,3,12
599,535,4,12
579,202,5,12
579,4,2,12
579,194,5,12
579,216,5,12
579,70,3,12
599,763,5,12
599,1095,4,12
579,153,4,12
579,428,4,12
579,732,4,12
579,25,4,12
417,167,3,12
599,975,5,12
599,1048,2,12
579,56,3,12
579,83,5,12
579,381,3,12
579,49,3,12
417,665,2,12
579,393,4,12
417,1411,3,12
417,999,3,12
579,692,4,12
579,88,4,12
579,211,3,12
599,1277,4,12
579,1110,1,12
579,66,4,12
417,1416,2,12
579,845,4,12
579,1047,3,12
579,1074,3,12
417,1157,4,12
417,797,3,12
417,449,3,12
417,444,4,12
417,67,4,12
417,780,4,12
599,1357,2,12
417,725,4,12
417,1207,3,12
417,452,2,12
417,373,3,12
417,668,2,12
417,450,2,12
417,669,2,12
417,364,3,12
417,1247,3,12
417,545,1,12
417,743,2,12
417,769,1,12
417,1230,2,12
599,476,4,12
599,934,3,12
599,508,3,12
599,245,3,12
599,928,4,12
599,120,3,12
599,546,4,12
599,471,4,12
599,278,3,12
599,815,3,12
385,512,5,12
379,855,4,12
379,157,4,12
379,631,5,12
379,729,4,12
379,644,5,12
