44,25,2,11
44,109,3,11
44,717,3,11
44,405,3,11
44,123,4,11
44,24,3,11
44,249,4,11
44,257,4,11
44,250,5,11
44,252,2,11
44,237,3,11
44,21,2,11
44,756,3,11
44,121,4,11
44,148,4,11
44,120,4,11
44,240,4,11
44,106,2,11
44,191,4,11
44,153,4,11
44,135,5,11
44,132,4,11
44,480,4,11
44,209,5,11
44,202,4,11
44,89,5,11
44,318,5,11
44,1058,4,11
44,507,3,11
44,143,4,11
44,201,2,11
44,197,4,11
44,603,4,11
44,208,4,11
44,98,2,11
44,655,3,11
44,55,4,11
44,194,5,11
44,168,5,11
44,692,3,11
44,144,4,11
44,474,4,11
44,185,4,11
44,133,4,11
44,432,5,11
44,357,4,11
44,95,4,11
44,238,4,11
44,447,4,11
44,5,4,11
44,211,4,11
44,200,4,11
44,317,4,11
44,159,3,11
44,96,4,11
44,71,3,11
44,633,3,11
44,161,4,11
44,174,5,11
44,69,4,11
44,157,4,11
44,588,4,11
44,755,3,11
44,87,5,11
44,429,4,11
44,644,3,11
44,946,3,11
44,553,3,11
44,520,5,11
44,195,5,11
44,660,5,11
44,231,2,11
44,11,3,11
44,64,5,11
44,22,4,11
44,175,4,11
44,190,5,11
44,97,2,11
44,164,4,11
44,274,4,11
44,542,3,11
44,214,5,11
44,67,3,11
44,423,4,11
44,443,5,11
44,378,3,11
44,470,3,11
44,102,2,11
44,81,4,11
44,193,3,11
44,172,4,11
44,427,3,11
44,448,2,11
44,91,2,11
44,56,2,11
44,163,4,11
44,625,3,11
44,173,5,11
44,204,4,11
44,530,5,11
44,385,3,11
44,433,4,11
44,523,4,11
44,419,4,11
44,90,2,11
44,99,4,11
44,434,4,11
44,82,4,11
44,496,4,11
44,196,4,11
44,88,2,11
44,198,4,11
44,155,3,11
44,636,4,11
44,31,4,11
464,269,5,11
464,302,5,11
464,288,4,11
464,289,4,11
464,286,3,11
464,300,4,11
464,258,5,11
464,358,3,11
464,322,3,11
464,321,4,11
464,748,4,11
464,984,2,11
464,294,4,11
464,328,3,11
464,678,3,11
464,292,5,11
464,333,4,11
464,326,4,11
464,332,4,11
464,270,4,11
464,299,4,11
464,879,4,11
464,301,4,11
464,1025,2,11
464,259,4,11
464,260,2,11
464,307,5,11
464,264,4,11
464,515,5,11
464,127,5,11
464,50,4,11
464,248,5,11
464,181,3,11
464,295,5,11
464,293,5,11
464,1226,4,11
464,255,4,11
464,298,4,11
464,257,4,11
464,1598,3,11
464,249,2,11
464,520,5,11
464,116,4,11
464,479,4,11
464,510,4,11
464,12,5,11
464,16,4,11
464,176,4,11
464,705,5,11
464,482,5,11
464,709,5,11
464,603,5,11
464,194,5,11
532,305,3,11
929,284,2,11
929,1,3,11
929,515,5,11
929,50,4,11
929,100,4,11
929,127,5,11
823,286,5,11
823,408,5,11
823,174,5,11
823,659,4,11
823,172,5,11
823,191,5,11
823,197,5,11
823,426,4,11
823,517,5,11
823,168,5,11
823,164,3,11
823,100,5,11
823,152,5,11
823,654,5,11
823,195,4,11
823,64,5,11
823,1135,3,11
823,1118,3,11
823,81,4,11
823,474,5,11
823,98,5,11
823,273,3,11
823,531,4,11
823,215,4,11
823,12,4,11
823,124,4,11
823,8,5,11
823,514,5,11
823,143,4,11
823,83,3,11
823,792,3,11
823,238,5,11
823,22,5,11
823,150,4,11
823,28,3,11
823,69,5,11
823,709,3,11
823,56,5,11
823,240,3,11
823,173,5,11
823,187,5,11
823,222,3,11
823,588,3,11
823,651,5,11
823,318,5,11
823,96,4,11
823,866,2,11
823,919,4,11
823,1,4,11
823,111,4,11
823,136,5,11
823,218,4,11
823,160,4,11
823,134,5,11
823,182,4,11
823,181,4,11
823,475,5,11
823,425,5,11
823,7,5,11
823,140,3,11
823,1107,3,11
823,33,3,11
823,1070,4,11
823,42,4,11
823,170,4,11
823,127,5,11
823,92,5,11
823,209,4,11
823,135,4,11
823,459,4,11
823,433,4,11
823,156,5,11
823,183,4,11
823,1217,1,11
823,157,5,11
823,660,5,11
823,50,5,11
823,228,3,11
823,175,4,11
823,710,4,11
823,404,4,11
823,141,4,11
823,159,3,11
823,55,4,11
823,1067,4,11
823,428,5,11
823,742,4,11
823,144,5,11
823,161,3,11
823,410,4,11
823,90,4,11
823,216,5,11
823,747,4,11
823,211,5,11
823,125,4,11
823,4,5,11
823,154,5,11
823,471,3,11
823,234,4,11
823,25,3,11
823,13,5,11
823,48,5,11
823,186,4,11
823,418,4,11
823,188,5,11
823,202,4,11
823,721,4,11
823,151,4,11
823,374,1,11
823,128,2,11
823,735,4,11
823,770,4,11
823,423,5,11
823,1267,4,11
823,89,5,11
823,88,5,11
823,419,4,11
823,625,4,11
823,102,4,11
823,176,4,11
823,101,3,11
823,153,4,11
823,606,4,11
823,87,5,11
823,58,5,11
823,26,5,11
823,204,4,11
823,708,4,11
823,68,3,11
823,77,4,11
823,239,4,11
823,71,3,11
823,180,4,11
823,502,5,11
823,237,4,11
823,31,5,11
823,79,4,11
823,427,4,11
823,274,4,11
823,219,2,11
823,473,3,11
823,715,5,11
823,198,4,11
823,642,4,11
823,206,4,11
823,478,4,11
823,97,5,11
823,193,5,11
823,194,5,11
823,732,5,11
823,196,5,11
823,229,3,11
823,155,3,11
