758,344,3,3
564,272,3,3
564,313,4,3
564,302,3,3
564,312,3,3
564,1025,2,3
564,1399,2,3
564,300,4,3
564,345,4,3
564,344,4,3
564,333,3,3
564,292,4,3
564,245,4,3
564,289,4,3
564,750,3,3
564,258,4,3
259,484,4,3
259,959,4,3
259,39,4,3
259,271,3,3
655,1628,2,3
564,924,3,3
564,121,4,3
564,298,3,3
564,685,3,3
564,472,4,3
564,281,3,3
564,831,3,3
564,1016,2,3
564,118,4,3
564,930,3,3
564,597,4,3
564,1034,3,3
564,323,3,3
564,181,4,3
564,127,4,3
564,117,4,3
564,50,4,3
564,257,4,3
564,827,3,3
747,1497,4,3
747,279,4,3
747,1375,4,3
747,83,4,3
747,531,4,3
747,486,5,3
747,1134,5,3
747,132,4,3
747,985,2,3
747,133,5,3
747,463,3,3
747,479,5,3
747,1456,3,3
1,270,5,3
747,639,5,3
747,320,5,3
747,215,5,3
747,183,5,3
747,427,5,3
747,285,5,3
747,736,5,3
747,204,5,3
747,693,5,3
747,318,5,3
1,209,4,3
1,32,5,3
747,783,1,3
1,189,3,3
747,1142,4,3
747,202,4,3
747,367,3,3
747,21,2,3
747,695,2,3
747,4,4,3
747,163,4,3
747,393,2,3
747,663,5,3
747,85,3,3
747,959,5,3
747,290,3,3
747,287,4,3
747,1170,2,3
747,502,5,3
747,949,5,3
747,154,3,3
747,88,2,3
747,70,4,3
747,929,3,3
747,715,5,3
747,109,5,3
747,1659,1,3
747,26,3,3
747,1225,3,3
747,1003,1,3
747,274,4,3
747,13,3,3
747,1067,2,3
747,433,3,3
747,17,4,3
747,726,2,3
747,1179,1,3
747,1246,1,3
747,108,4,3
747,235,5,3
747,40,2,3
747,1028,1,3
747,997,3,3
747,111,4,3
747,63,3,3
747,94,4,3
747,3,2,3
747,1041,4,3
747,476,3,3
747,409,1,3
747,952,2,3
747,517,5,3
747,9,5,3
747,493,5,3
747,648,5,3
747,530,5,3
747,739,3,3
747,580,5,3
747,231,3,3
747,403,5,3
747,672,4,3
747,29,1,3
747,555,2,3
747,14,3,3
747,392,3,3
195,186,3,3
195,60,3,3
195,99,3,3
195,61,3,3
195,1084,4,3
195,265,4,3
195,227,3,3
195,59,3,3
195,1193,4,3
195,55,4,3
195,496,4,3
195,154,3,3
195,298,4,3
655,417,2,3
13,354,2,3
102,271,2,3
673,269,4,3
673,272,5,3
673,300,3,3
673,315,5,3
673,313,4,3
673,302,3,3
673,340,5,3
673,258,2,3
673,750,5,3
673,268,1,3
673,310,5,3
673,347,4,3
673,898,3,3
673,321,3,3
673,328,4,3
673,307,3,3
673,896,5,3
673,303,5,3
673,292,4,3
673,294,4,3
673,344,5,3
673,311,4,3
673,345,4,3
673,327,4,3
673,895,3,3
673,288,4,3
673,326,4,3
673,301,3,3
673,322,4,3
673,286,4,3
673,242,4,3
673,323,2,3
673,12,4,3
673,79,5,3
673,528,5,3
73,269,4,3
73,286,4,3
73,748,2,3
73,272,4,3
73,271,2,3
73,288,3,3
73,289,2,3
73,683,2,3
73,285,4,3
73,246,3,3
73,255,2,3
73,923,3,3
279,1242,1,3
768,70,4,3
768,255,4,3
768,354,3,3
279,116,1,3
102,748,3,3
102,650,3,3
102,568,2,3
102,230,2,3
102,172,3,3
102,11,3,3
102,117,3,3
102,187,3,3
102,50,4,3
102,89,4,3
102,435,3,3
102,96,3,3
102,515,1,3
102,127,2,3
102,510,4,3
102,79,2,3
102,176,3,3
102,56,3,3
102,144,3,3
102,174,4,3
102,947,3,3
102,183,4,3
102,195,4,3
102,82,2,3
102,181,2,3
102,222,3,3
102,431,3,3
102,7,2,3
102,511,3,3
102,118,3,3
102,55,3,3
102,823,3,3
102,184,2,3
102,273,3,3
102,228,4,3
102,210,3,3
102,2,2,3
102,4,2,3
102,554,2,3
102,53,2,3
102,385,3,3
102,636,3,3
102,530,3,3
102,265,3,3
102,38,2,3
102,363,2,3
102,233,3,3
102,229,3,3
102,686,3,3
102,121,3,3
102,541,2,3
102,68,2,3
102,597,3,3
102,227,4,3
102,226,2,3
102,405,2,3
102,403,3,3
102,188,2,3
102,720,2,3
102,550,2,3
102,62,3,3
102,546,3,3
102,578,2,3
102,685,3,3
102,566,2,3
102,161,2,3
102,241,3,3
102,684,2,3
102,449,4,3
102,1239,2,3
102,986,1,3
102,665,1,3
102,841,2,3
102,231,2,3
102,831,2,3
102,373,2,3
102,771,2,3
102,840,2,3
102,1228,1,3
102,810,2,3
102,29,1,3
102,930,2,3
102,827,2,3
102,399,2,3
102,797,2,3
102,576,2,3
102,391,2,3
102,809,3,3
102,450,1,3
102,98,4,3
102,234,3,3
102,675,3,3
102,185,3,3
102,5,3,3
102,671,3,3
102,218,3,3
102,164,3,3
102,447,4,3
102,448,3,3
102,667,3,3
102,201,2,3
102,436,2,3
102,200,3,3
102,559,3,3
102,635,2,3
102,445,2,3
102,443,3,3
102,672,1,3
102,217,2,3
102,219,2,3
102,444,1,3
102,760,1,3
102,565,2,3
102,522,3,3
102,186,4,3
102,204,4,3
102,83,3,3
102,629,3,3
102,194,3,3
102,208,4,3
102,524,3,3
102,70,3,3
102,168,3,3
102,173,3,3
102,72,3,3
102,47,2,3
102,154,3,3
102,502,3,3
102,655,3,3
102,732,3,3
102,239,3,3
695,311,4,3
695,300,1,3
695,887,3,3
695,305,3,3
695,882,4,3
695,313,2,3
695,302,4,3
695,242,5,3
695,895,1,3
695,268,5,3
279,1185,1,3
695,286,3,3
695,1024,5,3
695,333,2,3
695,270,4,3
695,682,1,3
695,324,2,3
695,346,5,3
695,991,5,3
279,1113,3,3
695,319,5,3
695,989,3,3
695,328,3,3
695,354,4,3
695,340,4,3
695,903,4,3
695,288,4,3
695,301,3,3
695,343,4,3
695,307,4,3
695,260,4,3
695,995,4,3
695,289,2,3
695,312,3,3
695,264,1,3
695,358,5,3
695,748,1,3
695,338,2,3
695,323,2,3
695,678,4,3
279,1037,1,3
279,374,1,3
279,1321,4,3
655,518,2,3
655,793,3,3
655,1107,4,3
655,742,3,3
655,1084,3,3
655,208,3,3
655,179,4,3
655,474,3,3
655,647,3,3
655,507,4,3
655,76,3,3
655,447,4,3
655,454,3,3
655,1403,3,3
655,906,2,3
655,1085,2,3
532,148,5,3
532,242,4,3
416,242,4,3
533,300,4,3
533,282,4,3
533,221,3,3
533,54,4,3
533,295,4,3
533,423,5,3
533,196,4,3
533,651,4,3
533,4,3,3
533,58,4,3
533,504,4,3
533,402,4,3
533,755,3,3
506,892,1,3
506,1063,5,3
506,699,4,3
506,342,3,3
506,182,5,3
506,147,3,3
506,177,5,3
299,354,4,3
299,733,3,3
366,288,4,3
366,7,2,3
366,413,4,3
366,758,3,3
366,98,5,3
366,56,5,3
366,854,5,3
366,185,5,3
366,853,5,3
366,234,1,3
366,218,3,3
366,17,5,3
366,675,4,3
366,184,4,3
366,443,5,3
366,201,5,3
366,219,5,3
366,436,5,3
366,164,5,3
366,445,5,3
366,447,5,3
366,53,5,3
366,217,5,3
366,448,5,3
