707,367,4,2
13,630,2,2
13,824,3,2
13,905,2,2
13,814,5,2
13,524,4,2
13,520,4,2
13,350,2,2
13,885,1,2
13,908,1,2
13,351,1,2
13,778,3,2
13,40,2,2
13,756,2,2
13,786,3,2
13,856,5,2
13,801,3,2
13,83,2,2
13,275,3,2
13,739,4,2
13,402,4,2
13,815,4,2
13,765,2,2
13,783,3,2
13,796,3,2
13,775,4,2
13,807,1,2
13,387,3,2
305,300,3,2
305,242,5,2
305,690,4,2
305,286,4,2
305,305,3,2
305,904,4,2
305,268,3,2
305,302,4,2
305,272,3,2
305,326,2,2
305,269,4,2
305,327,3,2
305,751,3,2
305,311,5,2
305,289,4,2
305,258,4,2
305,347,3,2
305,749,2,2
305,748,3,2
305,245,1,2
305,315,5,2
305,338,3,2
116,269,3,2
116,347,2,2
116,750,4,2
116,272,3,2
116,310,4,2
116,539,2,2
116,315,3,2
116,895,2,2
116,288,3,2
116,760,3,2
116,888,2,2
116,655,4,2
116,840,1,2
116,11,5,2
116,271,4,2
116,268,5,2
116,180,5,2
116,519,5,2
116,1134,4,2
116,346,4,2
116,484,4,2
116,56,5,2
116,187,5,2
416,329,3,2
416,346,4,2
416,348,3,2
416,353,2,2
416,311,3,2
416,980,4,2
416,926,2,2
416,619,4,2
416,240,1,2
416,1300,3,2
416,840,4,2
416,931,3,2
416,122,3,2
416,393,4,2
416,88,3,2
416,431,4,2
416,404,3,2
416,433,4,2
416,1098,3,2
416,631,3,2
416,1264,4,2
416,724,4,2
416,651,4,2
416,86,1,2
416,865,3,2
416,491,4,2
416,44,4,2
416,203,3,2
416,425,4,2
416,463,4,2
416,161,4,2
416,230,4,2
416,448,3,2
416,778,3,2
416,549,4,2
416,1400,4,2
416,226,4,2
416,1077,1,2
416,140,4,2
416,553,4,2
416,2,4,2
416,821,4,2
416,624,3,2
416,559,3,2
416,153,4,2
416,157,4,2
416,842,4,2
416,159,1,2
379,176,5,2
379,183,4,2
379,474,5,2
416,721,3,2
416,417,3,2
416,542,1,2
416,550,4,2
416,843,3,2
416,80,2,2
416,217,4,2
416,17,2,2
416,585,1,2
